O*NET-SOC Code,Title,Task ID,Task,Task Type,task_exposure,n_dwas,channel,importance,relevance,weight,baseline_exposure,narrow_flag,narrow_exposure,broad_flag,broad_exposure,matched_rule_ids,matched_text,text_flag,combined_flag,text_exposure,combined_exposure
47-3013.00,Helpers--Electricians,4852,"Operate cutting torches and welding equipment, while working with conduit and metal components to construct devices associated with electrical functions.",Supplemental,0.05,1,PHYS,2.54,49.69,1.262126,0.05,True,0.0,True,0.0,operation,Operate,True,True,0.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13612,Clean work areas and equipment.,Core,0.05,1,PHYS,4.09,100.0,4.09,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13613,"Perform support duties to assist painters, paperhangers, plasterers, or masons.",Core,0.05,1,PHYS,3.95,85.22,3.3661900000000005,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13614,"Apply protective coverings, such as masking tape, to articles or areas that could be damaged or stained by work processes.",Core,0.05,1,PHYS,3.86,88.26,3.406836,0.05,True,0.0,True,0.0,apply,Apply,True,True,0.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13615,Erect scaffolding.,Core,0.05,1,PHYS,3.7,72.65,2.68805,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13616,Fill cracks or breaks in surfaces of plaster articles or areas with putty or epoxy compounds.,Core,0.05,1,PHYS,3.69,75.37,2.781153,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13617,Supply or hold tools and materials.,Core,0.05,1,PHYS,3.48,94.87,3.301476,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13618,"Smooth surfaces of articles to be painted, using sanding and buffing tools and equipment.",Supplemental,0.05,1,PHYS,3.83,65.38,2.504054,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13619,"Mix plaster, and carry plaster to plasterers.",Supplemental,0.075,2,PHYS,3.73,66.1,2.46553,0.075,True,0.0,True,0.0,movement,carry,True,True,0.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13620,Place articles to be stripped into stripping tanks.,Supplemental,0.05,1,PHYS,3.03,30.89,0.935967,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13621,"Remove articles such as cabinets, metal furniture, and paint containers from stripping tanks after prescribed periods of time.",Supplemental,0.05,1,PHYS,2.85,26.41,0.752685,0.05,True,0.0,True,0.0,handling,paint,True,True,0.0,0.0
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",13622,Pour specified amounts of chemical solutions into stripping tanks.,Supplemental,0.05,1,PHYS,2.62,25.63,0.6715059999999999,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4858,"Measure, cut, thread and assemble new pipe, placing the assembled pipe in hangers or other supports.",Core,0.1,3,PHYS,4.0,99.01,3.9604,0.1,True,0.0,True,0.0,handling,cut; assemble,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4857,Cut or drill holes in walls or floors to accommodate the passage of pipes.,Core,0.05,2,PHYS,3.99,92.25,3.680775000000001,0.05,True,0.0,True,0.0,handling,Cut; drill,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",20144,"Perform rough-ins, repair and replace fixtures and water heaters, and locate, repair, or remove leaking or broken pipes.",Core,0.1,1,PHYS,3.98,86.29,3.4343420000000004,0.1,False,0.1,False,0.1,handling,repair; repair,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4862,"Assist pipe fitters in the layout, assembly, and installation of piping for air, ammonia, gas, and water systems.",Core,0.05,1,PHYS,3.97,75.72,3.006084,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4864,Cut pipe and lift up to fitters.,Core,0.05,2,PHYS,3.86,97.47,3.762342,0.05,True,0.0,True,0.0,movement; handling,lift; Cut,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4861,"Fit or assist in fitting valves, couplings, or assemblies to tanks, pumps, or systems, using hand tools.",Core,0.05,2,PHYS,3.85,95.99,3.695615,0.05,True,0.0,True,0.0,physical_objects,hand tools,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4860,"Requisition tools and equipment, select type and size of pipe, and collect and transport materials and equipment to work site.",Core,0.4667,3,ANLY,3.83,95.61,3.661863,0.4666666666666666,True,0.0,True,0.0,operation,transport,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4859,"Mount brackets and hangers on walls and ceilings to hold pipes, and set sleeves or inserts to provide support for pipes.",Core,0.05,1,PHYS,3.81,98.81,3.764661,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4863,"Excavate and grade ditches, and lay and join pipe for water and sewer service.",Core,0.05,2,PHYS,3.76,93.58,3.518608,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4865,Disassemble and remove damaged or worn pipe.,Core,0.05,1,PHYS,3.59,99.92,3.5871280000000003,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4866,"Clean shop, work area, and machines, using solvent and rags.",Core,0.05,1,PHYS,3.25,87.89,2.856425,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4867,"Install gas burners to convert furnaces from wood, coal, or oil.",Supplemental,0.05,1,PHYS,3.95,39.83,1.5732849999999998,0.05,True,0.0,True,0.0,handling,Install,True,True,0.0,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4870,"Fill pipes with sand or resin to prevent distortion, and hold pipes during bending and installation.",Supplemental,0.05,1,PHYS,3.66,42.38,1.5511080000000002,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4868,"Immerse pipe in chemical solution to remove dirt, oil, and scale.",Supplemental,0.05,1,PHYS,3.47,53.75,1.865125,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4869,Clean and renew steam traps.,Supplemental,0.075,2,PHYS,3.11,56.16,1.7465759999999997,0.075,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14926,Check to ensure that completed roofs are watertight.,Core,0.3,1,PHYS,4.37,97.45,4.258565000000001,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-3016.00,Helpers--Roofers,14927,Sweep and clean roofs to prepare them for the application of new roofing materials.,Core,0.05,1,PHYS,4.34,94.91,4.119094,0.05,True,0.0,True,0.0,handling,clean,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14928,Locate worn or torn areas in roofs.,Core,0.25,1,PHYS,4.23,91.2,3.8577600000000007,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
47-3016.00,Helpers--Roofers,14929,Clean work areas and equipment.,Core,0.05,2,PHYS,4.19,100.0,4.19,0.05,True,0.0,True,0.0,handling,Clean,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14930,Maintain tools and equipment.,Core,0.1,1,PHYS,4.17,99.87,4.164579,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
47-3016.00,Helpers--Roofers,14931,"Cover roofs with layers of roofing felt or asphalt strips before installing tile, slate, or composition materials.",Core,0.05,1,PHYS,4.15,84.64,3.51256,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14932,Remove old roofing materials.,Core,0.05,1,PHYS,4.06,94.1,3.8204599999999993,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14933,"Unload materials and tools from work trucks, and unroll roofing as directed.",Core,0.05,1,PHYS,4.03,99.44,4.007432,0.05,True,0.0,True,0.0,handling,Unload,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14934,"Set ladders, scaffolds, and hoists in place for taking supplies to roofs.",Core,0.05,1,PHYS,4.01,92.8,3.72128,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14935,"Place tiles, nail them to roof boards, and cover nailheads with roofing cement.",Core,0.05,2,PHYS,3.94,77.32,3.0464079999999996,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14936,"Provide assistance to skilled roofers installing and repairing roofs, flashings, and surfaces.",Core,0.05,1,PHYS,3.93,94.48,3.7130640000000006,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14937,"Attach roofing paper and composition shingles, using nails.",Core,0.05,1,PHYS,3.93,81.8,3.21474,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14938,Perform emergency leak repairs and general maintenance for a variety of roof types.,Core,0.05,1,PHYS,3.93,87.99,3.4580070000000003,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14939,Attach sheets of metal to roof boards or building frameworks when installing metal roofs.,Core,0.05,1,PHYS,3.89,73.58,2.862262,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-3016.00,Helpers--Roofers,14940,"Hoist tar and roofing materials to roofs, using ropes and pulleys, or carry materials up ladders.",Core,0.05,1,PHYS,3.77,89.6,3.3779199999999996,0.05,True,0.0,True,0.0,movement,carry,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14941,"Apply shingles, gravel, or asphalt over the top layer of tar to protect the roofing material.",Core,0.05,2,PHYS,3.64,75.68,2.7547520000000003,0.05,True,0.0,True,0.0,apply,Apply,True,True,0.0,0.0
47-3016.00,Helpers--Roofers,14942,"Chop tar into small pieces, and heat chopped tar in kettles.",Core,0.1,1,PHYS,3.62,71.71,2.5959019999999997,0.1,True,0.0,True,0.0,,,False,True,0.1,0.0
47-3016.00,Helpers--Roofers,14943,Clear drains and downspouts and clean gutters.,Core,0.05,1,PHYS,3.51,86.6,3.0396599999999996,0.05,True,0.0,True,0.0,handling,clean,True,True,0.0,0.0
47-4011.00,Construction and Building Inspectors,20447,Approve building plans that meet required specifications.,Core,0.6,1,MGMT,4.55,80.0,3.64,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
47-4011.00,Construction and Building Inspectors,871,"Review and interpret plans, blueprints, site layouts, specifications, or construction methods to ensure compliance to legal requirements and safety regulations.",Core,0.825,2,ANLY,4.48,100.0,4.48,0.825,False,0.825,False,0.825,,,False,False,0.825,0.825
47-4011.00,Construction and Building Inspectors,875,"Issue permits for construction, relocation, demolition, or occupancy.",Core,0.6,1,MGMT,4.29,68.0,2.9172,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
47-4011.00,Construction and Building Inspectors,869,"Inspect bridges, dams, highways, buildings, wiring, plumbing, electrical circuits, sewers, heating systems, or foundations during and after construction for structural quality, general safety, or conformance to specifications and codes.",Core,0.2667,3,PHYS,4.27,88.0,3.7576,0.2666666666666666,False,0.2666666666666666,False,0.2666666666666666,,,False,False,0.2666666666666666,0.2666666666666666
47-4011.00,Construction and Building Inspectors,878,"Monitor installation of plumbing, wiring, equipment, or appliances to ensure that installation is performed properly and is in compliance with applicable regulations.",Core,0.6,1,INFO,4.23,88.0,3.7224,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
47-4011.00,Construction and Building Inspectors,872,"Inspect and monitor construction sites to ensure adherence to safety standards, building codes, or specifications.",Core,0.65,2,ANLY,4.1,88.0,3.608,0.6499999999999999,False,0.6499999999999999,False,0.6499999999999999,,,False,False,0.6499999999999999,0.6499999999999999
47-4011.00,Construction and Building Inspectors,20446,"Confer with owners, violators, or authorities to explain regulations or recommend remedial actions.",Core,0.8,1,SOCL,4.08,100.0,4.08,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
47-4011.00,Construction and Building Inspectors,873,"Measure dimensions and verify level, alignment, or elevation of structures or fixtures to ensure compliance to building plans and codes.",Core,0.3833,3,PHYS,3.9,80.0,3.12,0.3833333333333333,False,0.3833333333333333,False,0.3833333333333333,,,False,False,0.3833333333333333,0.3833333333333333
47-4011.00,Construction and Building Inspectors,870,Maintain daily logs and supplement inspection records with photographs.,Core,0.9,1,INFO,3.83,96.0,3.6768,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
47-4011.00,Construction and Building Inspectors,20445,"Conduct inspections, using survey instruments, metering devices, tape measures, or test equipment.",Core,0.3,1,PHYS,3.71,96.0,3.5616,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-4011.00,Construction and Building Inspectors,880,"Train, direct, or supervise other construction inspectors.",Core,0.4,2,MGMT,3.57,95.83,3.421131,0.4,False,0.4,False,0.4,,,False,False,0.4,0.4
47-4011.00,Construction and Building Inspectors,19866,Monitor construction activities to ensure that environmental regulations are not violated.,Supplemental,0.6,1,INFO,3.5,52.0,1.82,0.6,False,0.6,False,0.6,,,False,False,0.6,0.6
47-4011.00,Construction and Building Inspectors,19864,Evaluate project details to ensure adherence to environmental regulations.,Supplemental,0.7,1,ANLY,3.23,52.0,1.6796,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
47-4011.00,Construction and Building Inspectors,19865,Inspect facilities or installations to determine their environmental impact.,Supplemental,0.2,1,PHYS,3.0,48.0,1.44,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4011.00,Construction and Building Inspectors,20448,"Examine lifting or conveying devices, such as elevators, escalators, moving sidewalks, hoists, inclined railways, ski lifts, or amusement rides to ensure safety and proper functioning.",Supplemental,0.25,1,PHYS,2.89,36.0,1.0404,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
47-4011.00,Construction and Building Inspectors,19863,"Conduct environmental hazard inspections to identify or quantify problems, such as asbestos, poor air quality, water contamination, or other environmental hazards.",Supplemental,0.2,1,PHYS,2.77,56.0,1.5512,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4011.00,Construction and Building Inspectors,20449,Estimate cost of completed work or of needed renovations or upgrades.,Supplemental,0.8,1,ANLY,2.7,40.0,1.08,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
47-4011.00,Construction and Building Inspectors,20450,"Evaluate premises for cleanliness, such as proper garbage disposal or lack of vermin infestation.",Supplemental,0.2,1,PHYS,2.4,60.0,1.44,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4011.00,Construction and Building Inspectors,19867,"Sample and test air to identify gasses, such as bromine, ozone, or sulfur dioxide, or particulates, such as mold, dust, or allergens.",Supplemental,0.3,1,PHYS,2.29,28.0,0.6412,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-4011.01,Energy Auditors,18082,Identify and prioritize energy-saving measures.,Core,0.75,1,ANLY,4.48,100.0,4.48,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
47-4011.01,Energy Auditors,18074,Prepare audit reports containing energy analysis results or recommendations for energy cost savings.,Core,0.95,1,INFO,4.41,100.0,4.41,0.95,False,0.95,False,0.95,,,False,False,0.95,0.95
47-4011.01,Energy Auditors,19561,Identify any health or safety issues related to planned weatherization projects.,Core,0.9,1,ANLY,4.4,89.66,3.94504,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
47-4011.01,Energy Auditors,18083,"Identify opportunities to improve the operation, maintenance, or energy efficiency of building or process systems.",Core,0.75,1,ANLY,4.39,96.55,4.238544999999999,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
47-4011.01,Energy Auditors,18077,Calculate potential for energy savings.,Core,0.85,2,ANLY,4.38,100.0,4.38,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18073,"Inspect or evaluate building envelopes, mechanical systems, electrical systems, or process systems to determine the energy consumption of each system.",Core,0.2,1,PHYS,4.34,100.0,4.34,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4011.01,Energy Auditors,18076,"Analyze technical feasibility of energy-saving measures, using knowledge of engineering, energy production, energy use, construction, maintenance, system operation, or process systems.",Core,0.65,1,ANLY,4.21,100.0,4.21,0.65,False,0.65,False,0.65,,,False,False,0.65,0.65
47-4011.01,Energy Auditors,19560,Examine commercial sites to determine the feasibility of installing equipment that allows building management systems to reduce electricity consumption during peak demand periods.,Core,0.7,1,ANLY,4.2,68.97,2.8967400000000003,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
47-4011.01,Energy Auditors,18087,Recommend energy-efficient technologies or alternate energy sources.,Core,0.7,1,SOCL,4.1,100.0,4.1,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
47-4011.01,Energy Auditors,18078,Collect and analyze field data related to energy usage.,Core,0.75,2,ANLY,4.07,96.55,3.929585,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
47-4011.01,Energy Auditors,18071,"Measure energy usage with devices such as data loggers, universal data recorders, light meters, sling psychrometers, psychrometric charts, flue gas analyzers, amp probes, watt meters, volt meters, thermometers, or utility meters.",Core,0.85,1,ANLY,4.04,100.0,4.04,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18081,Educate customers on energy efficiency or answer questions on topics such as the costs of running household appliances or the selection of energy-efficient appliances.,Core,0.75,1,SOCL,3.89,96.55,3.755795,0.75,False,0.75,False,0.75,,,False,False,0.75,0.75
47-4011.01,Energy Auditors,18072,Perform tests such as blower-door tests to locate air leaks.,Core,0.3,1,PHYS,3.89,93.1,3.62159,0.3,False,0.3,False,0.3,,,False,False,0.3,0.3
47-4011.01,Energy Auditors,18086,"Prepare job specification sheets for home energy improvements, such as attic insulation, window retrofits, or heating system upgrades.",Core,0.85,1,TECH,3.88,89.29,3.464452,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,19562,Inspect newly installed energy-efficient equipment to ensure that it was installed properly and is performing according to specifications.,Core,0.2,1,PHYS,3.85,93.1,3.58435,0.2,False,0.2,False,0.2,,,False,False,0.2,0.2
47-4011.01,Energy Auditors,18075,"Analyze energy bills, including utility rates or tariffs, to gather historical energy usage data.",Core,0.85,1,ANLY,3.71,96.55,3.5820049999999997,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18084,Quantify energy consumption to establish baselines for energy use or need.,Core,0.85,1,ANLY,3.67,96.55,3.543385,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18080,"Determine patterns of building use to show annual or monthly needs for heating, cooling, lighting, or other energy needs.",Core,0.85,1,ANLY,3.59,93.1,3.34229,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18079,Compare existing energy consumption levels to normative data.,Core,0.85,1,ANLY,3.54,89.66,3.173964,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4011.01,Energy Auditors,18085,"Oversee installation of equipment such as water heater wraps, pipe insulation, weatherstripping, door sweeps, or low-flow showerheads to improve energy efficiency.",Core,0.5,1,MGMT,3.29,72.41,2.3822889999999997,0.5,False,0.5,False,0.5,,,False,False,0.5,0.5
47-4011.01,Energy Auditors,19563,Verify income eligibility of participants in publicly financed weatherization programs.,Supplemental,0.85,1,INFO,2.94,57.14,1.679916,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4021.00,Elevator and Escalator Installers and Repairers,11571,"Inspect wiring connections, control panel hookups, door installations, and alignments and clearances of cars and hoistways to ensure that equipment will operate properly.",Core,0.25,1,PHYS,4.8,99.93,4.79664,0.25,False,0.25,False,0.25,operation,operate,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11564,"Assemble, install, repair, and maintain elevators, escalators, moving sidewalks, and dumbwaiters, using hand and power tools, and testing devices such as test lamps, ammeters, and voltmeters.",Core,0.075,2,PHYS,4.59,91.47,4.198473,0.075,True,0.0,True,0.0,handling,Assemble; install; repair,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11572,"Disassemble defective units, and repair or replace parts such as locks, gears, cables, and electric wiring.",Core,0.1,2,PHYS,4.53,94.5,4.28085,0.1,False,0.1,False,0.1,handling,repair,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11567,"Check that safety regulations and building codes are met, and complete service reports verifying conformance to standards.",Core,0.8,2,ANLY,4.52,88.84,4.015567999999999,0.8,False,0.8,False,0.8,,,False,False,0.8,0.8
47-4021.00,Elevator and Escalator Installers and Repairers,11566,"Locate malfunctions in brakes, motors, switches, and signal and control systems, using test equipment.",Core,0.25,2,PHYS,4.48,99.86,4.473728,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
47-4021.00,Elevator and Escalator Installers and Repairers,11569,"Adjust safety controls, counterweights, door mechanisms, and components such as valves, ratchets, seals, and brake linings.",Core,0.1,1,PHYS,4.42,95.22,4.208724,0.1,False,0.1,False,0.1,,,False,False,0.1,0.1
47-4021.00,Elevator and Escalator Installers and Repairers,11570,"Read and interpret blueprints to determine the layout of system components, frameworks, and foundations, and to select installation equipment.",Core,0.95,1,INFO,4.41,79.93,3.524913,0.95,False,0.95,False,0.95,,,False,False,0.95,0.95
47-4021.00,Elevator and Escalator Installers and Repairers,11576,"Connect car frames to counterweights, using steel cables.",Core,0.05,1,PHYS,4.41,71.85,3.168585,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11573,Maintain log books that detail all repairs and checks performed.,Core,0.9,1,INFO,4.37,98.41,4.300517,0.9,False,0.9,False,0.9,,,False,False,0.9,0.9
47-4021.00,Elevator and Escalator Installers and Repairers,11568,Connect electrical wiring to control panels and electric motors.,Core,0.05,1,PHYS,4.37,91.93,4.017341,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11565,"Test newly installed equipment to ensure that it meets specifications, such as stopping at floors for set amounts of time.",Core,0.25,1,PHYS,4.33,91.82,3.975806,0.25,False,0.25,False,0.25,,,False,False,0.25,0.25
47-4021.00,Elevator and Escalator Installers and Repairers,11574,Participate in additional training to keep skills up to date.,Core,0.85,1,INFO,4.27,98.42,4.202533999999999,0.85,False,0.85,False,0.85,,,False,False,0.85,0.85
47-4021.00,Elevator and Escalator Installers and Repairers,11582,"Operate elevators to determine power demands, and test power consumption to detect overload factors.",Core,0.3,2,PHYS,4.19,87.25,3.655775,0.3,False,0.3,False,0.3,operation,Operate,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11580,Install electrical wires and controls by attaching conduit along shaft walls from floor to floor and pulling plastic-covered wires through the conduit.,Core,0.05,2,PHYS,4.15,88.69,3.680635000000001,0.05,True,0.0,True,0.0,handling,Install,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11575,Attach guide shoes and rollers to minimize the lateral motion of cars as they travel through shafts.,Core,0.05,1,PHYS,3.94,84.71,3.3375739999999996,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11579,Install outer doors and door frames at elevator entrances on each floor of a structure.,Core,0.05,1,PHYS,3.76,67.67,2.544392,0.05,True,0.0,True,0.0,handling,Install,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11578,"Assemble elevator cars, installing each car's platform, walls, and doors.",Supplemental,0.05,1,PHYS,4.5,58.45,2.63025,0.05,True,0.0,True,0.0,handling,Assemble,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11577,"Bolt or weld steel rails to the walls of shafts to guide elevators, working from scaffolding or platforms.",Supplemental,0.05,2,PHYS,4.45,59.88,2.66466,0.05,True,0.0,True,0.0,handling,weld,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11583,"Assemble electrically powered stairs, steel frameworks, and tracks, and install associated motors and electrical wiring.",Supplemental,0.05,2,PHYS,4.11,49.02,2.0147220000000003,0.05,True,0.0,True,0.0,handling,Assemble; install,True,True,0.0,0.0
47-4021.00,Elevator and Escalator Installers and Repairers,11581,"Cut prefabricated sections of framework, rails, and other components to specified dimensions.",Supplemental,0.05,1,PHYS,3.77,51.57,1.944189,0.05,True,0.0,True,0.0,handling,Cut,True,True,0.0,0.0
47-4031.00,Fence Erectors,13623,"Establish the location for a fence, and gather information needed to ensure that there are no electric cables or water lines in the area.",Core,0.7,1,ANLY,4.43,99.11,4.390573,0.7,False,0.7,False,0.7,,,False,False,0.7,0.7
47-4031.00,Fence Erectors,13627,Set metal or wooden posts in upright positions in postholes.,Core,0.05,1,PHYS,4.4,98.71,4.34324,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13625,"Measure and lay out fence lines and mark posthole positions, following instructions, drawings, or specifications.",Core,0.3,2,ANLY,4.38,98.71,4.323498,0.3,True,0.0,True,0.0,,,False,True,0.3,0.0
47-4031.00,Fence Erectors,13624,"Align posts, by lines or sighting, and verify vertical alignment of posts, using plumb bobs or spirit levels.",Core,0.175,2,PHYS,4.36,97.26,4.2405360000000005,0.175,True,0.0,True,0.0,,,False,True,0.175,0.0
47-4031.00,Fence Erectors,13637,Attach rails or tension wire along bottoms of posts to form fencing frames.,Core,0.05,1,PHYS,4.25,97.32,4.1361,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13626,"Dig postholes, using spades, posthole diggers, or power-driven augers.",Core,0.05,1,PHYS,4.15,97.94,4.06451,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13633,"Attach fence rail supports to posts, using hammers and pliers.",Core,0.05,1,PHYS,4.12,96.29,3.967148,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13634,"Assemble gates, and fasten gates into position, using hand tools.",Core,0.05,1,PHYS,4.11,99.23,4.078353000000001,0.05,True,0.0,True,0.0,handling; physical_objects,Assemble; hand tools,True,True,0.0,0.0
47-4031.00,Fence Erectors,13629,"Mix and pour concrete around bases of posts, or tamp soil into postholes to embed posts.",Core,0.075,2,PHYS,4.11,98.35,4.042185,0.075,True,0.0,True,0.0,,,False,True,0.075,0.0
47-4031.00,Fence Erectors,13630,"Make rails for fences, by sawing lumber or by cutting metal tubing to required lengths.",Core,0.05,1,PHYS,4.09,98.92,4.045828,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
47-4031.00,Fence Erectors,13631,"Nail top and bottom rails to fence posts, or insert them in slots on posts.",Core,0.05,1,PHYS,4.08,96.8,3.94944,0.05,True,0.0,True,0.0,,,False,True,0.05,0.0
